ID,caption,situation
3714,"A photo of a Japanese woman wearing a white graphic t-shirt layered over a mesh top, paired with wide-leg, dark blue trousers and black loafers. The outfit features a relaxed, streetwear-inspired aesthetic with a touch of edgy layering. She is accessorizing with delicate silver necklaces and black straps hanging from her trousers.",outfit for strolling through the neon lit streets of Shibuya on a warm summer evening grabbing a matcha latte and listening to a live band in an alley
3715,"A photo of a Japanese woman wearing a vibrant red, oversized knit sweater paired with wide-leg, light-wash denim jeans. She is accessorizing with a black tote bag and sleek black pointed-toe shoes, creating a casual yet chic and minimalist style.",outfit for a relaxed Saturday morning coffee run at a trendy café in Shimokitazawa
3716,A photo of a Japanese woman wearing a layered outfit featuring a white lace long-sleeve top and a black tiered velvet dress. She is accessorizing with brown leather knee-high boots and carrying a brown shoulder bag. The overall style is a mix of romantic and vintage aesthetics.,outfit for strolling through a winter lantern festival in Kyoto's Gion district wearing a vintage velvet dress and lace top
3717,"A photo of a Japanese woman wearing a relaxed olive green jacket over a white collared shirt and wide-leg, light-wash denim jeans. She carries a black leather tote bag and completes the look with black shoes and round-frame glasses, showcasing a casual and slightly oversized street style.",outfit for a relaxed stroll through the cherry blossom lanes of Ueno Park on a late March morning
3718,A photo of a Japanese woman wearing a black double-breasted coat over a light grey top and a shimmering silver pleated maxi skirt. She is also carrying a sparkly silver handbag and wearing black ankle boots. The outfit presents a sophisticated and elegant style with a touch of glamour.,outfit for a New Year's Eve gala dinner at a luxury hotel rooftop bar in Shibuya
3719,"A photo of a Japanese woman wearing a grey oversized cardigan over a light grey hoodie, paired with black shorts and dark socks. She is accessorizing with a small black shoulder bag and black platform loafers, creating a casual and modern street style look.",outfit for a casual stroll through Osaka Kuromon Market stopping for a crepe and coffee at a nearby café
3720,"A photo of a Japanese woman wearing a white asymmetrical dress with a high-low hemline and delicate ruffles. She pairs the dress with black lace-up boots, white ankle socks, and a brown leather belt cinching the waist. A tan handbag with a patterned scarf tied to the handle completes the look, embodying a sweet and slightly gothic aesthetic.",outfit for a rainy autumn evening stroll through Shinjuku’s illuminated streets
3721,"A photo of a Japanese woman wearing a cream-colored knit cardigan over a black top, paired with a bronze pleated maxi skirt and black ankle boots. She is also carrying a black tote bag, completing a sophisticated and relaxed casual look.",outfit for a leisurely stroll through Kyoto Arashiyama bamboo grove in early autumn
3722,"A photo of a Japanese woman wearing a light grey long-sleeved sweater paired with wide-leg, cream-colored trousers and black loafers. She is also carrying a black shoulder bag, creating a minimalist and comfortable everyday style.",outfit for attending a client meeting at a coworking space in Shibuya on a crisp autumn morning
3723,"A photo of a Japanese woman wearing a dark brown Disney-themed sweater with Mickey Mouse designs over a white lace skirt and wide-leg denim jeans. She accessorizes with black platform shoes, a brown shoulder bag, and a black headband with Mickey Mouse ears. The outfit embodies a playful and trendy street style with a vintage-inspired aesthetic.",outfit for a sunny autumn afternoon at a vintage clothing market in Shimokitazawa
3724,"A photo of a Japanese woman wearing a relaxed, oversized plaid flannel shirt layered over a white t-shirt, paired with wide-leg black trousers and beige loafers. She is carrying a black leather bag and showcases a casual, comfortable street style with a touch of classic elements.",outfit for strolling through Namba district in Osaka during late autumn
3725,"A photo of a Japanese woman wearing a light beige oversized blazer over a black top and patterned black and white wide-leg trousers. She accessorizes with a delicate necklace and carries a black tote bag, completing the chic and relaxed casual style with simple black sandals.",outfit for a casual Friday office meeting in a Tokyo creative studio
3726,"A photo of a Japanese woman wearing a long black wool coat over a cream-colored knit sweater and a plaid midi skirt. She accessorizes with brown leather ankle boots and a satchel handbag, completing a classic and sophisticated autumn look.",outfit for a brisk autumn morning commute on the Tokyo subway to a corporate meeting in the Toranomon district
3727,A photo of a Japanese woman wearing a pink and light blue plaid oversized shirt with white denim shorts and white sneakers. She accessorizes with red socks and a black tote bag featuring a heart detail. The overall style is casual and slightly preppy with a touch of street fashion.,outfit for a casual lunch at a trendy café in Shibuya during spring
3728,"A photo of a Japanese woman wearing a vibrant red, long-sleeved sweater paired with a pleated, midi-length black skirt. She is also wearing black sneakers and carrying a black backpack, completing a casual yet stylish look with a touch of sophistication.",outfit for walking to a coffee shop in Shibuya after a morning office meeting
3729,"A photo of a Japanese woman wearing a vibrant blue, short-sleeve knit cardigan over a flowing, pleated silver-gray maxi skirt. She is also wearing black sandals, completing a relaxed and elegant style with a touch of modern sophistication.",outfit for a relaxed evening stroll along the Sumida River during a midsummer fireworks festival
3730,"A photo of a Japanese woman wearing a black short-sleeve t-shirt paired with wide-leg black trousers and black leather shoes. She has draped a grey and white plaid flannel shirt around her waist as an accessory. The outfit demonstrates a modern, layered, and slightly edgy street style.",outfit for strolling through a late autumn street fair in Harajuku while grabbing a matcha latte
3731,"A photo of a Japanese woman wearing dark blue overalls over a striped black and white long-sleeve shirt, paired with a black beanie and white sneakers. She is also carrying a small black shoulder bag, creating a casual and trendy street style look.",outfit for walking through an autumn leaf festival in Kyoto carrying a thermos of matcha
3732,"A photo of a Japanese woman wearing a cozy, chunky brown knit cardigan over a light blue scarf and a black mini skirt. She is accessorized with black knee-high boots and carries a black tote bag. The outfit showcases a casual and chic street style with a focus on comfortable textures and neutral tones.",outfit for a relaxed walk through Kyoto tree-covered streets in early autumn
3733,"A photo of a Japanese woman wearing a purple cable-knit cropped sweater, black wide-leg trousers with white stripes, and platform boots. She is accessorizing with a purple spherical handbag and a delicate silver necklace, showcasing a stylish and trendy street fashion aesthetic.",outfit for a late autumn evening stroll through Shibuya illuminated streets while grabbing a cup of matcha latte
3734,"A photo of a Japanese woman wearing a light blue striped midi dress with a collared neckline and a matching belt. She is carrying a cream-colored tote bag and wearing patterned ankle boots, completing a classic and feminine style.",outfit for a bright Saturday morning tea at a cozy café in Shimokitazawa after a stroll through a local flower festival
3735,"A photo of a Japanese woman wearing a gray Adidas hoodie with white stripes and a large logo, paired with wide-leg, distressed denim cargo pants. She is also wearing white sneakers, creating a casual and street style look with a vintage aesthetic. The outfit combines sporty and grunge elements for a relaxed and fashionable ensemble.",outfit for strolling through the late afternoon streets of shibuya on a rainy weekend grabbing coffee at a trendy cafe
3736,"A photo of a Japanese woman wearing a burgundy long-sleeve shirt layered under a matching cardigan, paired with wide-leg black trousers and black loafers. She is also carrying a black shoulder bag and showcasing a minimalist and chic style.",outfit for a mid‑morning presentation to clients in a Tokyo corporate office
3737,"A photo of a Japanese woman wearing a vibrant red cardigan over a classic white t-shirt, paired with dark wash skinny jeans. She carries a small black quilted bag and completes the look with polished black loafers. The outfit presents a chic and casual style, blending comfort with a pop of color.",outfit for a spontaneous weekend trip to the kanto countryside for a picnic under cherry blossoms
3738,"A photo of a Japanese woman wearing a white layered mini dress with ruffle details, paired with white socks and chunky platform sneakers. She is also carrying a small white quilted handbag. The outfit has a cute and feminine style with a touch of modern edge.",outfit for a sunny spring day strolling through cherry blossom trees in Ueno Park wearing a white layered mini dress with ruffle details and chunky platform sneakers
3739,"A photo of a Japanese woman wearing a grey oversized double-breasted blazer over a long black lace dress and black shoes. The outfit embodies a sophisticated and slightly edgy aesthetic, blending classic tailoring with delicate feminine details. It's a stylish and modern ensemble combining a formal blazer with a flowing, textured dress.",outfit for a networking afterwork dinner at a Tokyo skyscraper rooftop in early autumn
3740,"A photo of a Japanese woman wearing a textured, golden yellow knit sweater paired with a long, black denim skirt and black leather boots. She is carrying a structured black handbag, completing a sophisticated and elegant casual style.",outfit for a casual coffee date in Shimokitazawa on a crisp autumn morning
3741,"A photo of a Japanese woman wearing a black long-sleeve cardigan over a white t-shirt, paired with dark grey flared leather pants and black platform loafers. She is accessorizing with a small black shoulder bag and a Mickey Mouse plushie. The outfit creates a casual yet trendy Y2K-inspired look.",outfit for a rainy weekday brunch at a retro café in Shimokitazawa
3742,"A photo of a Japanese woman wearing a creamy white oversized knit dress paired with a vibrant red scarf. She accessorizes with a brown leather shoulder bag and black lace-up boots, creating a cozy and slightly edgy fall outfit. The look blends casual comfort with a touch of vintage-inspired style.",outfit for a quiet stroll through the maple lined streets of Kyoto during an autumn festival
3743,"A photo of a Japanese woman wearing a cozy cream-colored fleece jacket over white wide-leg trousers and black loafers. She accessorizes with a small black crossbody bag and maintains a relaxed, casual style. The outfit features soft textures and a comfortable silhouette, creating a chic yet effortless look.",outfit for a relaxed walk through the autumn leaves of Nakameguro in Tokyo while sipping coffee at a sidewalk cafe
3744,"A photo of a Japanese woman wearing a soft pink, oversized cardigan over a white top, paired with distressed light blue wide-leg jeans and white sneakers. She is carrying a creamy white tote bag, completing a casual and relaxed street style look.",outfit for strolling through the cobblestone streets of Kyoto Gion district on a misty early autumn morning
3745,"A photo of a Japanese woman wearing a black oversized blazer over a white lace camisole and matching wide-leg black trousers. She is carrying a large black tote bag and wearing black leather loafers, completing a chic and minimalist monochromatic look.",outfit for attending a midmorning boardroom presentation at a sleek Tokyo office in Marunouchi
3746,"A photo of a Japanese woman wearing a long-sleeved grey knit top and wide-leg, vintage-wash denim jeans. She is also wearing neutral-toned sneakers completing a casual and relaxed street style outfit. The look features soft textures and a comfortable, oversized silhouette.",outfit for a relaxed stroll through the autumn streets of Kyoto Gion district
3747,"A photo of a Japanese woman wearing a black long-sleeved top with light wash blue straight-leg jeans and black loafers. She is accessorized with a red handbag and a cream-colored fluffy coat draped over her shoulder, completing a casual and chic everyday look.",outfit for a rainy morning commute to a tech startup office in Shibuya
3748,"A photo of a Japanese woman wearing a yellow knit cardigan over a white lace tiered dress and relaxed-fit blue denim jeans. She completes the look with a cream crochet beanie and brown leather boots, creating a soft, vintage-inspired aesthetic. The outfit blends cozy knitwear with delicate lace and casual denim for a unique and charming style.",outfit for a casual autumn day out in Shibuya grabbing a latte from a corner café
3749,"A photo of a Japanese woman wearing a layered outfit featuring a blue and white checkered overshirt over a white long-sleeve shirt with dark writing, paired with wide-leg black trousers and light-colored sneakers. The style is casual and slightly oversized with a focus on comfortable, flowing silhouettes.",outfit for a leisurely afternoon walking through the flower market in Ueno Park grabbing takoyaki from a vendor
3750,"A photo of a Japanese woman wearing a white graphic t-shirt with red lettering and high-waisted, wide-leg black trousers. She is also wearing white sneakers and black sunglasses, creating a relaxed and chic street style look. The outfit is minimalist and focuses on comfortable silhouettes with a touch of graphic design.",outfit for a relaxed Saturday afternoon exploring Harajuku vintage shops and grabbing a matcha latte at a hidden café
3751,"A photo of a Japanese woman wearing a long-sleeved gray knit top layered over a black maxi dress. She is carrying a light gray tote bag and black slip-on shoes, completing a comfortable and minimalist style. The outfit features simple, flowing designs and a muted color palette for an effortless look.",outfit for relaxed morning stroll through Kyoto Arashiyama bamboo grove early autumn tote carrying a bento box
3752,"A photo of a Japanese woman wearing a black ruffled top with wide-leg light blue denim jeans and black platform sandals. She accessorizes with a red baseball cap and carries a textured brown tote bag, completing a casual and relaxed style.",outfit for a sunny spring afternoon at yoyogi park sipping green tea and eating crepes with friends
3753,"A photo of a Japanese woman wearing a military green blazer with white detailing over a dark top and a high-waisted black mini skirt. She is accessorizing with black socks and shiny black ankle boots, completing a sophisticated and chic street style look.",outfit for a chic after-work gathering at a Tokyo rooftop bar
3754,"A photo of a Japanese woman wearing a light gray t-shirt over a longer, tiered white dress with delicate embroidery. She pairs this with wide-leg, medium-wash denim jeans and bright yellow shoes. A blue patterned bandana is tied around her head, completing a casual and layered street style look.",outfit for a casual stroll through the summer street festival in Nakano at sunset
3755,"A photo of a Japanese woman wearing a long-sleeved white top layered under a black slip dress and paired with wide-leg dark wash blue jeans. She is accessorizing with black loafers and carrying a patterned brown handbag. The outfit has a casual yet chic aesthetic, blending comfortable denim with feminine elements.",outfit for casual lunch with coworkers at a coworking space in Shibuya
3756,"A photo of a Japanese woman wearing a striped blue shirt layered with a light green scarf, paired with wide-leg beige pants and white sneakers. She is also carrying a black backpack, creating a casual and comfortable everyday style.",outfit for a bright spring morning stroll through the plum blossom paths at ueno park carrying a bag for a quick lunch
3757,"A photo of a Japanese woman wearing a black textured vest over a dark top, paired with wide-leg burgundy trousers and a black baseball cap. She accessorizes with layered silver necklaces and multiple rings, creating a relaxed yet stylish, slightly edgy street style look.",outfit for a casual Friday night karaoke session in Shibuya after work
3758,"A photo of a Japanese woman wearing a white long-sleeve shirt layered under a gray fluffy vest, paired with wide-leg black trousers and black clog-like shoes. She carries a silver metallic bucket bag and accessorizes with silver earrings. The outfit embodies a modern, minimalist, and slightly edgy fashion style.",outfit for a casual meeting with startup founders in a modern office in Shibuya
3759,A photo of a Japanese woman wearing a navy blue cardigan over black wide-leg leather trousers and brown pointed-toe boots. She is carrying a large grey nylon tote bag and accessorizes with delicate gold rings. The outfit embodies a minimalist and sophisticated style with a focus on high-quality materials and relaxed silhouettes.,outfit for a client lunch meeting at a trendy co‑working space in Shibuya
3760,"A photo of a Japanese woman wearing a long black knitted vest over a black top, paired with vibrant green wide-leg satin trousers and black slip-on sandals. She accessorizes with a delicate silver necklace and a thin black belt cinching her waist, creating a chic and modern minimalist style.",outfit for a casual business lunch at a trendy cafe in Shibuya on a crisp autumn afternoon
3761,"A photo of a Japanese woman wearing a black, short-sleeved t-shirt and wide-leg, high-waisted black trousers. She is accessorizing with a silver belt and black loafers, creating a minimalist and chic all-black outfit. The style is modern and relaxed, with a focus on comfortable silhouettes.",outfit for a casual office meeting in a modern Tokyo coworking space during autumn
3762,"A photo of a Japanese woman wearing a long cream-colored coat over a black maxi dress. She accessorizes with a plaid scarf and carries a structured black handbag. Her outfit is completed with black socks and dark footwear, creating a sophisticated and classic winter style.",outfit for attending a holiday cocktail party at an upscale rooftop bar in shinjuku during december
3763,"A photo of a Japanese woman wearing a loose-fitting, camel-colored sweater with black skinny jeans and black pointed-toe heels. She is accessorizing with a small patterned crossbody bag and delicate earrings, creating a chic and casual style.",outfit for a late-afternoon coffee at a cozy bistro in Shimokitazawa after a day of office meetings
3764,A photo of a Japanese woman wearing a long black jumper dress over a green patterned blouse. She has paired the outfit with black ankle boots and delicate silver rings. The overall style is minimalist and chic with a touch of vintage flair.,outfit for a quiet afternoon browsing handmade ceramics in Kyoto Nishiki Street market on a crisp autumn day
3765,"A photo of a Japanese woman wearing a black tank top and a black, ruffled mini skirt with brown cowboy boots. She layers a blue and white plaid flannel shirt over her outfit and carries a brown leather handbag. Her style combines casual and western elements with a touch of femininity.",outfit for a rainy autumn afternoon walk through the cherry tree lined streets of Ueno Park sipping hot matcha from a local café
3766,"A photo of a Japanese woman wearing a cream-colored long-sleeved top with a tie neck and wide-leg dark green denim pants. She is also carrying a small black quilted shoulder bag and wearing light-colored sneakers. The overall style is casual and stylish, with a touch of retro influence.",outfit for a casual coffee date in the historic streets of Kyoto during cherry blossom season
3767,"A photo of a Japanese woman wearing a light gray, oversized cardigan over a black knit vest and wide-leg black trousers. She is also carrying a black tote bag and wearing black loafers, completing a chic and casual outfit with a minimalist aesthetic.",outfit for a casual work lunch at a coworking space in Shibuya after a meeting
3768,A photo of a Japanese woman wearing a tan workwear jacket over a layered maroon and white graphic t-shirt ensemble. She pairs wide-leg black trousers with black sneakers and a black shoulder bag. The outfit embodies a casual and slightly androgynous street style with comfortable and relaxed silhouettes.,outfit for a casual mid week meeting at a co working space in the Nakano district preparing a client presentation over lunch
3769,"A photo of a Japanese woman wearing a long, cream-colored dress with a delicate blue floral pattern and a matching belt, paired with wide-leg, navy blue velvet pants and simple black sandals, creating a vintage-inspired and elegant aesthetic.",outfit for attending a vintage themed art gallery opening in Kyoto Gion district on a crisp autumn evening
3770,A photo of a Japanese woman wearing a black long-sleeved top layered under a white asymmetrical dress with ruffled details. She pairs the outfit with wide-leg black trousers and black studded shoes. A small black shoulder bag completes the gothic and layered street style look.,outfit for attending a halloween themed cosplay party in harajuku
3771,"A photo of a Japanese woman wearing a long, pale blue jumpsuit layered over a sheer, floral-printed top with ruffled detailing. She pairs the outfit with silver pointed-toe shoes and has pink hair, creating a whimsical and layered fashion style.",outfit for a pastel‑themed hanami photo session at Ueno Park during spring
3772,"A photo of a Japanese woman wearing a muted blue oversized button-down shirt with wide-leg dark green velvet trousers and dark blue suede shoes. The outfit features a relaxed, minimalist aesthetic with a focus on comfortable silhouettes and earthy tones. She is also wearing black framed glasses.",outfit for a casual meeting with colleagues at a minimalist office in Shibuya
3773,"A photo of a Japanese woman wearing a beige knitted cardigan over a white blouse, paired with a long black flared skirt and black ankle boots. She accessorizes with a small white shoulder bag and a black ribbon in her hair, creating a classic and feminine style.",outfit for a mid morning meeting in a Tokyo office building then a stroll through the nearby park for a coffee break
3774,"A photo of a Japanese woman wearing a light blue knitted cardigan over a white collared shirt, paired with a beige pleated mini skirt. She is accessorized with a small beige shoulder bag and ivory knitted leg warmers over brown platform boots, completing a preppy and cozy style.",outfit for a crisp autumn morning at a Tokyo office in Shibuya where a relaxed preppy style is accepted
3775,"A photo of a Japanese woman wearing a cropped, light-wash denim jacket with white racing stripes over a pair of dark brown velour Adidas track pants and black slip-on shoes. The outfit combines sporty and casual elements for a comfortable, retro-inspired look.",outfit for a weekend bike ride along the Tama River after a morning jog at a local gym
3776,"A photo of a Japanese woman wearing a black cardigan over a white t-shirt and wide-leg black pants. She has paired the outfit with black gloves and black loafers, creating a minimalist and comfortable style. The outfit features layered textures and a relaxed silhouette with a touch of sophistication.",outfit for a cold winter office day in Shinjuku where she presents a project to her colleagues
3777,"A photo of a Japanese woman wearing a green and brown plaid midi dress layered over a black top, paired with wide-leg black trousers and black platform sandals. She is carrying a burgundy handbag and embodies a vintage-inspired, slightly bohemian fashion style.",outfit for browsing the Shimokitazawa vintage market on a crisp autumn morning
3778,"A photo of a Japanese woman wearing a black hooded top and matching wide-leg pinstripe trousers with silver-toned sneakers. She is also carrying a black crossbody bag and the outfit presents a relaxed, streetwear-inspired aesthetic.",outfit for a late afternoon coffee break at a trendy cafe in Shimokitazawa during the first cool days of autumn
3779,"A photo of a Japanese woman wearing a white graphic t-shirt layered with a denim skirt over wide-leg blue jeans. She accessorizes with a red baseball cap and a black tote bag, completing a casual and trendy street style look with black loafers.",outfit for a sunny Saturday coffee shop tour in Harajuku
3780,"A photo of a Japanese woman wearing a black and white checkered short-sleeved shirt with a navy blue knee-length skirt featuring a side slit. She accessorizes with black socks, black loafers, and carries a patterned tote bag with a playful charm. The overall style is preppy and chic with a touch of playful sophistication.",outfit for a sunny spring lunch at a cafe in Yoyogi Park
3781,A photo of a Japanese woman wearing a bright orange knit sweater paired with wide-leg gray denim jeans. She is carrying a large black faux fur tote bag and wearing black loafers. The outfit presents a casual yet stylish aesthetic with a focus on comfortable silhouettes and bold color contrast.,outfit for strolling through the autumn foliage in kichijoji's inokashira park while grabbing a coffee
3782,"A photo of a Japanese woman wearing a pale pink long-sleeve sweater with black stripes, a black mini skirt, white socks, and black loafers. She is also carrying a black shoulder bag, creating a casual and preppy street style look.",outfit for a bright spring morning tea time at a quaint neighborhood café in Nakano
3783,"A photo of a Japanese woman wearing a cream fluffy cardigan over a white collared shirt, paired with wide-leg black trousers and black loafers. She is carrying a black top-handle bag and holding a coffee cup, showcasing a minimalist and slightly androgynous style.",outfit for morning meeting in a Tokyo office after a quick coffee at a local café
3784,"A photo of a Japanese woman wearing a black maxi dress layered with a white lace vest and paired with black sandals. She is also carrying a black backpack, creating a casual yet sophisticated street style look. The outfit features a mix of textures and a monochrome color palette.",outfit for a leisurely stroll through Kyoto's Gion district during early autumn with a backpack at her side sipping matcha at a hidden tea house
3785,"A photo of a Japanese woman wearing a black long-sleeved dress layered with an olive green quilted vest. She is accessorized with a black baseball cap and gray running shoes, creating a casual and comfortable street style look. The outfit features a mix of dark and neutral tones with a focus on relaxed silhouettes.",outfit for a late afternoon coffee run in the cool autumn streets of shibuya after a long workday
3786,"A photo of a Japanese woman wearing a layered outfit featuring a white t-shirt under a long, plaid maxi jumper dress with shades of blue, white, and orange. She pairs this with light wash denim jeans and carries a dark brown leather shoulder bag. Her style is casual and feminine with a touch of vintage inspiration.",outfit for a casual afternoon tea at a traditional tea house in Kyoto after strolling through autumn leaves in Gion
3787,"A photo of a Japanese woman wearing a relaxed, casual outfit featuring a green and black plaid flannel shirt layered over a white graphic tee and paired with wide-leg, dark blue trousers. She is accessorized with a brown leather shoulder bag and dark sandals, completing a comfortable and stylish look.",outfit for a leisurely stroll through Ueno Park on a bright spring morning
3788,"A photo of a Japanese woman wearing a light gray long-sleeve shirt layered under a white puffer vest and paired with dark blue, wide-leg trousers. She is also wearing black sneakers and a black crossbody bag, creating a casual and comfortable street style look.",outfit for a relaxed walk through Shibuya Cat Street in early autumn sipping matcha at a tea shop
3789,"A photo of a Japanese woman wearing a cream-colored fleece jacket with navy blue detailing over a long black maxi skirt and black ankle boots. She is accessorizing with white socks, completing a casual and cozy autumn look. The outfit incorporates comfortable textures and a relaxed, everyday style.",outfit for a late autumn morning walk along the Philosopher's Path in Kyoto sipping matcha from a nearby teahouse
3790,"A photo of a Japanese woman wearing a cozy, textured orange cardigan over a sheer beige top and a creamy white midi skirt. She is also wearing dark brown ankle boots and carrying a matching brown handbag. The overall style is sophisticated and minimal with a focus on neutral tones and comfortable textures.",outfit for a weekend brunch at a cafe in Shibuya on a crisp autumn day
3791,"A photo of a Japanese woman wearing a vibrant red cardigan over a white t-shirt and paired with wide-leg, brown trousers. She is also wearing black loafers and carrying a small black handbag. The outfit showcases a casual and comfortable style with a pop of color.",outfit for a casual lunch outing with friends at a ramen shop in Shinjuku
3792,A photo of a Japanese woman wearing a navy blue Reebok sweatshirt and matching sweatpants paired with a white t-shirt underneath. She is also wearing black sneakers and carrying a light grey handbag. The outfit creates a comfortable and sporty casual style.,outfit for a relaxed weekend brunch with friends at a cafe in Shimokitazawa after a morning jog
3793,"A photo of a Japanese woman wearing a light blue oversized jacket over a black lace camisole and a tiered black mini skirt. She is accessorizing with white knee-high socks and chunky white sneakers. The overall style is a trendy and playful mix of streetwear and feminine elements, complemented by a small light blue handbag and a handheld mirror.",outfit for a sunny Saturday stroll through Harajuku colorful boutiques and a pop up cafe
3794,"A photo of a Japanese woman wearing a black oversized leather jacket over a white button-down shirt and wide-leg black trousers. She is also wearing light-colored sneakers, creating a relaxed and edgy street style look with a focus on dark colors and comfortable silhouettes.",outfit for a casual after-work meetup at a rooftop bar in shibuya on a crisp autumn evening
3795,"A photo of a Japanese woman wearing a navy quilted long coat over a white striped shirt and wide-leg blue jeans. She accessorizes with a cream-colored scarf and carries a large woven brown tote bag. Her style is relaxed and effortlessly chic, incorporating classic pieces for a comfortable yet fashionable look.",outfit for a relaxed autumn afternoon walk through the maple leaves of nara city in october
3796,"A photo of a Japanese woman wearing a lavender pink tank top, dark green baggy cargo pants, and red high-top Converse sneakers. She is also carrying a colorful patterned tote bag and accessorizes with a silver necklace and bracelet. The overall style is casual and relaxed with a touch of playful color.",outfit for a bright spring day exploring the fashion boutiques in Harajuku with friends
3797,"A photo of a Japanese woman wearing a black cropped zip-up hoodie paired with a layered white mini skirt. She completes the look with white crew socks and matching white platform sneakers, and carries a beige shoulder bag. The outfit embodies a cute and preppy fashion style.",outfit for a casual coffee date at a trendy cafe in shimokitazawa after classes
3798,"A photo of a Japanese woman wearing a relaxed, oversized brown tweed blazer over a white long-sleeve top and dark wash wide-leg trousers. She accessorizes with delicate gold necklaces and carries a warm terracotta-colored structured handbag. Her footwear consists of classic black loafers, completing a sophisticated yet effortless casual style.",outfit for a casual office day at a coworking space in shibuya during a crisp autumn morning
3799,"A photo of a Japanese woman wearing a long black dress layered with a green scarf, a black cap, and chunky grey sneakers. She is also carrying a large black tote bag. The outfit features a relaxed, minimalist style with a focus on comfortable silhouettes and neutral colors.",outfit for a relaxed afternoon wandering through the galleries of Shimokitazawa and stopping at a vintage café for a matcha latte
3800,"A photo of a Japanese woman wearing a black graphic t-shirt layered over a sheer, patterned long-sleeve top with dark grey, baggy cargo pants and black chunky sneakers. She is also wearing headphones and the overall style is edgy and street-wear inspired, incorporating dark and neutral colors.",outfit for attending a midnight indie music performance in a basement club in shimokitazawa
3801,"A photo of a Japanese woman wearing a black oversized sweatshirt with white lettering, light-wash denim jeans, and white sneakers. She accessorizes with a black New York Yankees baseball cap and carries a vintage camera. The outfit features a relaxed, streetwear-inspired style with comfortable, casual pieces.",outfit for a weekend street photography walk through Harajuku capturing neon signs and quirky boutiques
3802,"A photo of a Japanese woman wearing a navy blue, double-breasted blazer over matching wide-leg trousers and a dark top. She is accessorizing with a light brown leather handbag and black shoes, creating a sophisticated and minimalist style. Her hair is styled in a neat bun, completing the elegant look.",outfit for a woman attending a corporate presentation in a Tokyo office after a rainy spring afternoon
3803,"A photo of a Japanese woman wearing a long black maxi dress paired with a chocolate brown oversized blazer. She accessorizes with a silver belt, black pumps, and a blush pink handbag. The outfit presents a chic and sophisticated casual style, completed with black-framed glasses.",outfit for an early autumn client presentation at a design studio in shibuya
3804,"A photo of a Japanese woman wearing a black half-zip fleece over a light blue collared shirt, paired with wide-leg gray sweatpants and silver sneakers. She accessorizes with dark sunglasses and simple rings, creating a comfortable yet stylish casual look. The outfit embodies a relaxed and minimalist aesthetic.",outfit for strolling through a Kyoto street market on a cool autumn morning
3805,"A photo of a Japanese woman wearing a cozy olive green faux fur coat over a black long-sleeved top and dark brown flared pants. She is also wearing a tan baseball cap and chunky black platform boots, creating a trendy and edgy street style look.",outfit for a late winter after work stroll through shibuya under the glow of neon lights
3806,A photo of a Japanese woman wearing a teal blue knit sweater paired with a flowing white tulle maxi skirt. She accessorizes with a small gold handbag and matching gold pointed-toe flats. The outfit embodies a delicate and feminine style with a touch of modern elegance.,outfit for cherry blossom viewing picnic at Ueno Park
3807,"A photo of a Japanese woman wearing a black polo shirt with white trim, paired with a dark denim mini skirt. She is accessorizing with delicate earrings and carrying a black mesh handbag. Her footwear consists of white and grey sneakers with patterned socks, completing a casual and stylish look.",outfit for a Saturday morning coffee shop hop in Shimokitazawa browsing fashion boutiques
3808,"A photo of a Japanese woman wearing a plaid, short-sleeved shirt over a white graphic tee, paired with wide-leg, beige trousers and brown loafers. She accessorizes with a beige baseball cap, a black crossbody bag, and a thin brown belt. The outfit features a relaxed, streetwear-inspired aesthetic with neutral colors and comfortable silhouettes.",outfit for a relaxed brunch at a rooftop café in shinjuku after a light rain in late summer
3809,"A photo of a Japanese woman wearing a black oversized jacket over a light grey knit top and wide-leg black trousers. She is accessorizing with a patterned scarf and black pointed-toe shoes. The outfit presents a modern, relaxed, and slightly androgynous style with a focus on monochrome colors.",outfit for attending a mid sized corporate meeting in a modern office building in shibuya during autumn
3810,"A photo of a Japanese woman wearing a beige oversized knit sweater layered over a white collared shirt, paired with a long black velvet skirt and black leather boots. She is also carrying a camel-colored coat and a sheer plastic bag. The outfit embodies a minimalist and sophisticated style with a focus on neutral tones and comfortable textures.",outfit for winter corporate meeting at a sleek office building in Marunouchi followed by afterwork coffee at a trendy bistro
3811,"A photo of a Japanese woman wearing a floral patterned top, dark shorts, and an oversized gray blazer. She is accessorized with olive green socks and boots, and carries a vibrant red handbag. The outfit presents a casual yet chic aesthetic with a blend of muted and bold colors.",outfit for a bright Saturday stroll through the streets of Shibuya picking up coffee and browsing boutiques
3812,"A photo of a Japanese woman wearing a dark brown oversized leather jacket over a cream-colored graphic tee and loose-fitting olive green trousers. She is also wearing black chunky boots and accessorizing with glasses. The outfit has a relaxed, streetwear-inspired aesthetic with a slightly edgy vibe.",outfit for a rainy autumn evening walking through the neon-lit streets of Shimokitazawa
3813,"A photo of a Japanese woman wearing a black jumpsuit paired with white sneakers and carrying a green tote bag. The outfit features a minimalist and modern aesthetic with a relaxed, oversized fit and simple color palette. She is also wearing a black long sleeve shirt under the jumpsuit.",outfit for a casual shopping trip to a vintage clothing market in Shimokitazawa on a sunny Saturday
